timestamp,container_name,value
1750770921,cadvisor,35.18310415266512
1750770922,cadvisor,13.427522626894667
1750770923,cadvisor,15.735286592766135
1750770925,cadvisor,258.3332033248568
1750770926,cadvisor,4577.6182272721835
1750770927,cadvisor,3307.7302675367987
1750770928,cadvisor,580.3970013716051
1750770929,cadvisor,8.384211203469704
1750770931,cadvisor,4867.858604793833
1750770932,cadvisor,1111.8777241691407
1750770933,cadvisor,479.98206998312435
1750770934,cadvisor,1278.0488333382239
1750770935,cadvisor,137.65137920685356
1750770937,cadvisor,998.4108003034535
1750770938,cadvisor,3306.8472987713444
1750770939,cadvisor,142.9695064788933
1750770940,cadvisor,54.3656022434336
1750770941,cadvisor,98.18419904746044
1750770943,cadvisor,94.16707908267514
1750770944,cadvisor,17.375164161513585
1750770945,cadvisor,2811.250481828768
1750770946,cadvisor,2215.530582536845
