timestamp,container_name,value
1750770921,ebpf-mon,12.267075966928736
1750770922,ebpf-mon,0.2673865907749208
1750770923,ebpf-mon,0.399070841302083
1750770925,ebpf-mon,1.8307632646766978
1750770926,ebpf-mon,0.2616155806841232
1750770927,ebpf-mon,5.81134078203957
1750770928,ebpf-mon,0.1410859465359376
1750770929,ebpf-mon,0.12473135794535718
1750770931,ebpf-mon,0.17029072543732632
1750770932,ebpf-mon,0.2305087848185705
1750770933,ebpf-mon,4.442613042094673
1750770934,ebpf-mon,39.86494282840305
1750770935,ebpf-mon,1.4463559430617017
1750770937,ebpf-mon,20.26797294051987
1750770938,ebpf-mon,161.0255006569469
1750770939,ebpf-mon,999.5879638925937
1750770940,ebpf-mon,1.332980584615242
1750770941,ebpf-mon,0.26409857044846274
1750770943,ebpf-mon,187.52439614971237
1750770944,ebpf-mon,137.43171223792368
1750770945,ebpf-mon,0.49132761349654447
1750770946,ebpf-mon,0.6429406472089567
