timestamp,container_name,value
1750770921,cadvisor,0.006776012783851601
1750770922,cadvisor,0.00795213770298516
1750770923,cadvisor,0.006045572543722521
1750770925,cadvisor,0.08350710358884272
1750770926,cadvisor,0.006771642420312766
1750770927,cadvisor,0.006947615312442899
1750770928,cadvisor,0.005485903743028743
1750770929,cadvisor,0.00458631687426208
1750770931,cadvisor,0.006552251950765308
1750770932,cadvisor,0.005041890690227026
1750770933,cadvisor,0.007288886719948009
1750770934,cadvisor,0.0064495432784554595
1750770935,cadvisor,0.005495930742834495
1750770937,cadvisor,0.0063788615832396705
1750770938,cadvisor,0.008664071790330432
1750770939,cadvisor,0.006878834359684483
1750770940,cadvisor,0.00735503608590205
1750770941,cadvisor,0.006021462579582963
1750770943,cadvisor,0.006310347476100591
1750770944,cadvisor,0.00621639585366124
1750770945,cadvisor,0.007376174539307424
1750770946,cadvisor,0.006522936130142906
