timestamp,container_name,value
1750770921,ebpf-mon,0.03955544840887174
1750770922,ebpf-mon,0.04268577384054195
1750770923,ebpf-mon,0.038830393487109906
1750770925,ebpf-mon,0.041743101807802094
1750770926,ebpf-mon,0.042487591240875915
1750770927,ebpf-mon,0.04188678328474247
1750770928,ebpf-mon,0.03473792524149517
1750770929,ebpf-mon,0.03677517985611511
1750770931,ebpf-mon,0.03849033474776049
1750770932,ebpf-mon,0.03807199256850905
1750770933,ebpf-mon,0.03951683262209578
1750770934,ebpf-mon,0.03984593837535014
1750770935,ebpf-mon,0.039321631878557875
1750770937,ebpf-mon,0.04028300970873787
1750770938,ebpf-mon,0.04015673828125
1750770939,ebpf-mon,0.03880510879848628
1750770940,ebpf-mon,0.03807953488372093
1750770941,ebpf-mon,0.03895658329400661
1750770943,ebpf-mon,0.03957338367154318
1750770944,ebpf-mon,0.037121539792387546
1750770945,ebpf-mon,0.04506875
1750770946,ebpf-mon,0.04043553008595988
