timestamp,container_name,value
1750770921,ebpf-mon,0.24828242673340936
1750770922,ebpf-mon,0.23859696719921838
1750770923,ebpf-mon,0.1920777561553493
1750770925,ebpf-mon,0.20305805137323174
1750770926,ebpf-mon,0.24105608711425575
1750770927,ebpf-mon,0.1810726658759958
1750770928,ebpf-mon,0.20024720254559092
1750770929,ebpf-mon,0.17949203116115406
1750770931,ebpf-mon,0.15878960751988894
1750770932,ebpf-mon,0.16539647528734164
1750770933,ebpf-mon,0.24089488094541806
1750770934,ebpf-mon,0.2414932478479343
1750770935,ebpf-mon,0.2752286521472634
1750770937,ebpf-mon,0.25669114977435104
1750770938,ebpf-mon,0.2651369709756376
1750770939,ebpf-mon,0.2518656081962086
1750770940,ebpf-mon,0.2581601109936828
1750770941,ebpf-mon,0.2795898167875549
1750770943,ebpf-mon,0.23411325139546663
1750770944,ebpf-mon,0.19081344421195193
1750770945,ebpf-mon,0.2532320778641508
1750770946,ebpf-mon,0.2768824368846953
